application_date,business_age,annual_revenue,credit_score,loan_amount,existing_debt,debt_to_income_ratio,loan_to_income_ratio,default_probability,default,industry
2026-05-06,6.0,1529500,514.0,453153,73228,0.05,0.3,0.472,1,Manufacturing
2026-05-07,16.0,1094568,805.0,125915,28273,0.03,0.12,0.008,0,Other
2026-05-08,1.0,331463,565.0,137699,127051,0.38,0.42,0.431,1,Other
2026-05-09,3.0,1170022,747.0,206221,96789,0.08,0.18,0.251,1,Retail
2026-05-10,16.0,1342185,847.0,420973,162104,0.12,0.31,0.0,0,Retail
2026-05-11,19.0,667677,759.0,76975,172183,0.26,0.12,0.034,0,Services
2026-05-12,12.0,431004,686.0,155049,56534,0.13,0.36,0.404,1,Services
2026-05-13,4.0,1231256,751.0,372713,68206,0.06,0.3,0.169,0,Services
2026-05-14,9.0,1399014,597.0,80616,4220,0.0,0.06,0.254,0,Manufacturing
2026-05-15,17.0,1451939,600.0,225333,299039,0.21,0.16,0.325,1,Manufacturing
2026-05-16,7.0,1546645,513.0,179197,115689,0.07,0.12,0.206,0,Retail
2026-05-17,12.0,1782168,541.0,222167,45847,0.03,0.12,0.37,1,Services
2026-05-18,1.0,1641581,534.0,383214,57465,0.04,0.23,0.428,1,Retail
2026-05-19,4.0,1738479,708.0,499689,15836,0.01,0.29,0.113,0,Retail
2026-05-20,19.0,1144891,835.0,415252,229884,0.2,0.36,0.107,0,Manufacturing
2026-05-21,9.0,1425283,686.0,100927,19467,0.01,0.07,0.207,0,Manufacturing
2026-05-22,3.0,526738,516.0,411378,248362,0.47,0.78,0.514,1,Retail
2026-05-23,13.0,149611,684.0,206201,60598,0.41,1.38,0.579,1,Services
2026-05-24,7.0,566583,503.0,131944,27810,0.05,0.23,0.344,0,Other
2026-05-25,1.0,1489921,716.0,28054,102863,0.07,0.02,0.229,1,Manufacturing
2026-05-26,4.0,553542,713.0,225527,200841,0.36,0.41,0.417,1,Manufacturing
2026-05-27,7.0,1629020,826.0,211396,68511,0.04,0.13,0.026,0,Other
2026-05-28,15.0,183355,839.0,289199,18218,0.1,1.58,0.271,0,Services
2026-05-29,14.0,1114478,653.0,399696,245932,0.22,0.36,0.436,1,Other
2026-05-30,18.0,1290577,638.0,310754,127820,0.1,0.24,0.183,0,Manufacturing
2026-05-31,5.0,1857227,571.0,71292,110409,0.06,0.04,0.262,1,Services
2026-06-01,1.0,392963,713.0,25251,107796,0.27,0.06,0.259,0,Manufacturing
2026-06-02,5.0,872301,682.0,99491,64580,0.07,0.11,0.358,1,Retail
2026-06-03,10.0,1613925,828.0,376868,172846,0.11,0.23,0.09,0,Retail
2026-06-04,16.0,551761,710.0,280128,234594,0.43,0.51,0.302,1,Services
2026-06-05,18.0,253353,547.0,311368,2950,0.01,1.23,0.467,1,Services
2026-06-06,18.0,463940,586.0,191419,43900,0.09,0.41,0.31,1,Services
2026-06-07,10.0,440724,849.0,138089,200372,0.45,0.31,0.0,0,Other
2026-06-08,12.0,1837037,562.0,496836,145816,0.08,0.27,0.228,1,Manufacturing
2026-06-09,18.0,82497,747.0,174688,170588,2.07,2.12,1.0,1,Manufacturing
2026-06-10,11.0,646732,540.0,30585,257144,0.4,0.05,0.287,0,Services
2026-06-11,1.0,363422,710.0,441844,12144,0.03,1.22,0.379,1,Services
2026-06-12,17.0,1318752,783.0,211421,19669,0.01,0.16,0.091,1,Services
2026-06-13,12.0,1301825,823.0,351817,148895,0.11,0.27,0.0,0,Other
2026-06-14,6.0,250038,831.0,186454,199226,0.8,0.75,0.422,1,Services
2026-06-15,16.0,697418,811.0,295023,43209,0.06,0.42,0.153,1,Manufacturing
2026-06-16,19.0,951503,599.0,156696,211120,0.22,0.16,0.405,1,Services
2026-06-17,18.0,1789192,801.0,298607,99924,0.06,0.17,0.0,0,Services
2026-06-18,14.0,1946110,584.0,455758,37474,0.02,0.23,0.202,0,Other
2026-06-19,11.0,1890582,649.0,116336,37535,0.02,0.06,0.076,0,Other
2026-06-20,8.0,765317,525.0,62374,282468,0.37,0.08,0.432,0,Manufacturing
2026-06-21,15.0,644879,793.0,173243,78269,0.12,0.27,0.045,0,Manufacturing
2026-06-22,11.0,410806,628.0,211712,201132,0.49,0.52,0.402,1,Other
2026-06-23,1.0,957149,835.0,301759,237857,0.25,0.32,0.242,0,Retail
